,格量,品赋,象限,宽德,中信资管,平方和,致远三号,黑翼CTA三号,fof
2019-06-03,0.0003903200624510994,-0.0017406440382942145,-0.0013126720590321828,-0.0009238078479676393,0.0007243960491665202,-0.003745318352059157,-0.0008366927816232383,0.0009862922099630467,-0.0009055800871047181
2019-06-04,0.0003901677721420693,-0.0017436791630339732,-0.001314397431815273,-0.0009246620580334319,0.0006415264883445904,-0.003759398496240074,-0.0008373934226552082,0.0009853203961323054,-0.0009189754751147195
2019-06-05,0.0003900156006240163,-0.0017467248908297206,-0.0013161273462192202,-0.00092551784927275,0.00027175629201847684,-0.0037735849056598214,-0.0008380952380951934,0.000984350495512043,-0.00096825153291685
2019-06-06,0.00038986354775816245,-0.0017497812773403787,-0.0013178618201993286,-0.0009263752260797453,0.00032142713648863896,-0.0037878787878780074,-0.0008387982308983855,0.0009833825024583298,-0.0009651157436818602
2019-06-10,0.0009353078721745511,0.000525854513584445,-0.0013196008718060481,0.0004827505004121324,-4.303444476994045e-05,0.0018250950570344315,-0.000839502404029524,-5.328360197154325e-05,0.00032666443559357656
2019-06-11,0.0009344338888022108,0.0005255781359494449,-0.001321344519185641,0.00048251756481620944,-4.3036296812903885e-05,0.0018217701533327357,-0.0008402077604643399,-5.3286441265121276e-05,0.0003257186131215616
2019-06-12,0.0009335615372647599,0.0005253020486781779,-0.0013230927805796266,0.0004822848539027813,-0.001830555938119427,0.0018184573420216843,-0.0008409143031877786,-5.328928086101303e-05,0.00010133461720477073
2019-06-13,0.000932690812995407,0.0005250262513125659,-0.001324845674326558,0.00048205236734744084,0.0015732942405153327,0.0018151565572535056,-0.0008416220351952219,-5.3292120759995676e-05,0.0005258733861888909
2019-06-14,0.0009318217114460126,0.0005247507433967513,-0.0013266032188627985,0.00048182010482533677,-8.609869590059382e-06,0.0018118677336556033,-0.0008423309594914885,-5.329496096151409e-05,0.00032719439374758467
2019-06-17,0.0007757951900699833,0.0007867132867132032,0.0008474576271189083,0.001656193105068482,-8.60994372076096e-06,-0.0004521477015821951,0.0030926533703610204,0.002251832111925367,0.0009916963223891434
